  1.12201650E+16  3.37488992E-09
  1.41253636E+16  3.33880990E-09
  1.77827945E+16  3.31924999E-09
  2.23872314E+16  3.35399997E-09
  2.81838782E+16  3.54575991E-09
  3.54812767E+16  3.91003985E-09
  4.46683213E+16  4.59986982E-09
  5.62341314E+16  5.64826985E-09
  7.07946417E+16  7.19946991E-09
  8.91252529E+16  9.30578992E-09
  1.12201648E+17  1.21020003E-08
  1.41253632E+17  1.56181006E-08
  1.77827933E+17  2.00039008E-08
  2.23872318E+17  2.50895003E-08
  2.81838795E+17  3.06704990E-08
  3.54812780E+17  3.66180011E-08
  4.46683196E+17  4.23293010E-08
  5.62341339E+17  4.73878998E-08
  7.07946400E+17  5.11309999E-08
  8.91252512E+17  5.31045004E-08
  1.12201650E+18  5.32697015E-08
  1.41253627E+18  5.14460048E-08
  1.77827946E+18  4.77291984E-08
  2.23872305E+18  4.27971010E-08
  2.81838778E+18  3.69725015E-08
  3.54812760E+18  3.09850989E-08
  4.46683196E+18  2.48479992E-08
  5.62341319E+18  1.93902991E-08
  7.07946400E+18  1.45392001E-08
  8.91252526E+18  1.05425002E-08
  1.12201643E+19  7.21726012E-09
  1.41253632E+19  4.74700990E-09
  1.77827941E+19  3.00706016E-09
  2.23872310E+19  1.82124005E-09
  2.81838783E+19  1.02805997E-09
  3.54812776E+19  5.45123002E-10
  4.46683196E+19  2.72291995E-10
  5.62341352E+19  1.24162000E-10
  7.07946422E+19  5.34601009E-11
  8.91252515E+19  2.06256002E-11
  1.12201643E+20  7.45604967E-12
  1.41253634E+20  2.33955997E-12
  1.77827939E+20  5.76983990E-13
  2.23872319E+20  1.08374003E-13
  2.81838783E+20  2.45102993E-14
  3.54812754E+20  2.93457000E-15
  4.46683196E+20  5.26709015E-16
  5.62341334E+20  1.46550994E-16
  7.07946440E+20  6.85409972E-19
  8.91252515E+20  4.03145988E-19
  1.12201647E+21  4.81612005E-19
