  1.12201650E+16  6.71455058E-10
  1.41253636E+16  7.05045078E-10
  1.77827945E+16  7.35829009E-10
  2.23872314E+16  7.79502018E-10
  2.81838782E+16  8.41407999E-10
  3.54812767E+16  9.35996947E-10
  4.46683213E+16  1.08939002E-09
  5.62341314E+16  1.30028999E-09
  7.07946417E+16  1.61302005E-09
  8.91252529E+16  2.03082995E-09
  1.12201648E+17  2.57721022E-09
  1.41253632E+17  3.27789995E-09
  1.77827933E+17  4.12366008E-09
  2.23872318E+17  5.09662934E-09
  2.81838795E+17  6.17208018E-09
  3.54812780E+17  7.35064054E-09
  4.46683196E+17  8.54033999E-09
  5.62341339E+17  9.71836034E-09
  7.07946400E+17  1.07657998E-08
  8.91252512E+17  1.15712000E-08
  1.12201650E+18  1.20824994E-08
  1.41253627E+18  1.22102000E-08
  1.77827946E+18  1.19357999E-08
  2.23872305E+18  1.13185008E-08
  2.81838778E+18  1.02786002E-08
  3.54812760E+18  8.99790020E-09
  4.46683196E+18  7.61445040E-09
  5.62341319E+18  6.14050011E-09
  7.07946400E+18  4.78814988E-09
  8.91252526E+18  3.58442009E-09
  1.12201643E+19  2.58415001E-09
  1.41253632E+19  1.76911996E-09
  1.77827941E+19  1.15658005E-09
  2.23872310E+19  7.20336013E-10
  2.81838783E+19  4.19135032E-10
  3.54812776E+19  2.38174008E-10
  4.46683196E+19  1.25184002E-10
  5.62341352E+19  6.15937024E-11
  7.07946422E+19  2.85143003E-11
  8.91252515E+19  1.17179990E-11
  1.12201643E+20  4.47554016E-12
  1.41253634E+20  1.41323986E-12
  1.77827939E+20  4.74557026E-13
  2.23872319E+20  1.03149999E-13
  2.81838783E+20  2.35202008E-14
  3.54812754E+20  3.50974010E-15
  4.46683196E+20  7.04065009E-16
  5.62341334E+20  3.06467009E-17
  7.07946440E+20  6.23778017E-18
  8.91252515E+20  3.01422004E-19
  1.12201647E+21  3.19040008E-21
